timestamp,energy_consumed_kWh,temperature_C,humidity_%,wind_speed_mps,is_sunny,cloud_cover_%,solar_irradiance_Wm2,air_density_kgm3,precipitation_mm,runoff_coefficient
2021-01-21 11:45:00,19535.94,17.9,35.3,9.7,0,96.6,31.0,1.216,9.2,0.1
2021-01-21 12:00:00,24682.3,12.4,41.5,2.9,0,44.3,448.1,1.233,8.7,0.09
2021-01-21 12:15:00,23828.43,15.3,41.7,6.2,1,13.0,712.1,1.224,6.6,0.08
2021-01-21 12:30:00,24542.81,11.0,35.7,7.7,0,72.2,258.1,1.237,0.9,0.05
2021-01-21 12:45:00,25381.37,21.8,40.8,8.2,1,47.6,510.0,1.205,6.2,0.08
2021-01-21 13:00:00,24618.07,18.0,38.5,2.8,0,12.7,847.4,1.216,0.3,0.05
2021-01-21 13:15:00,24525.81,19.6,44.3,7.2,1,97.6,20.9,1.211,0.2,0.05
2021-01-21 13:30:00,25595.14,15.6,36.5,2.2,1,28.3,594.6,1.223,0.5,0.05
2021-01-21 13:45:00,25628.16,13.8,47.1,8.6,0,25.2,615.8,1.229,6.4,0.08
2021-01-21 14:00:00,25618.12,15.0,38.0,3.8,0,13.0,820.2,1.225,10.0,0.1
2021-01-21 14:15:00,25054.84,19.9,48.1,8.7,0,58.9,399.8,1.21,3.8,0.07
2021-01-21 14:30:00,23447.05,24.9,33.5,8.9,0,70.0,263.7,1.195,4.0,0.07
2021-01-21 14:45:00,25575.15,17.0,31.5,2.7,1,36.4,545.0,1.219,3.1,0.07
2021-01-21 15:00:00,25700.99,12.2,45.1,8.3,1,98.0,18.4,1.233,3.5,0.07
2021-01-21 15:15:00,25785.51,21.8,33.5,4.9,0,18.9,718.9,1.205,8.8,0.09
2021-01-21 15:30:00,25674.68,17.3,30.9,7.8,1,93.1,65.4,1.218,0.1,0.05
2021-01-21 15:45:00,23845.78,14.9,47.3,8.1,1,95.3,46.1,1.225,9.5,0.1
2021-01-21 16:00:00,18387.09,20.1,35.0,9.9,0,12.2,821.1,1.21,5.2,0.08
2021-01-21 16:15:00,19360.98,20.2,46.1,1.2,1,69.2,264.9,1.209,4.2,0.07
2021-01-21 16:30:00,18276.22,21.1,37.9,9.6,1,94.6,46.9,1.207,0.2,0.05
2021-01-21 16:45:00,18327.66,22.0,48.3,8.3,0,33.4,543.8,1.204,3.9,0.07
2021-01-21 17:00:00,19732.89,12.1,42.5,2.2,0,92.8,60.3,1.234,0.5,0.05
2021-01-21 17:15:00,18781.4,16.2,42.2,3.4,0,2.1,809.2,1.221,2.2,0.06
2021-01-21 17:30:00,18946.13,13.8,32.1,1.7,0,51.7,477.0,1.229,7.5,0.09
2021-01-21 17:45:00,18943.9,24.2,48.2,8.4,0,21.5,695.5,1.197,1.0,0.06
2021-01-21 18:00:00,40226.89,19.4,39.9,5.1,0,72.3,260.5,1.212,1.3,0.06
2021-01-21 18:15:00,37617.69,14.8,40.5,2.2,1,88.4,95.7,1.226,4.5,0.07
2021-01-21 18:30:00,38043.26,22.5,33.4,8.4,1,81.2,177.5,1.203,4.5,0.07
2021-01-21 18:45:00,38364.64,11.8,41.4,3.0,1,46.5,509.8,1.235,8.4,0.09
2021-01-21 19:00:00,36509.94,20.4,37.2,2.9,1,36.9,543.0,1.209,1.0,0.06
2021-01-21 19:15:00,39976.04,19.9,35.9,8.8,1,9.3,852.3,1.21,7.9,0.09
2021-01-21 19:30:00,38356.6,10.0,36.7,4.6,0,38.0,572.4,1.24,6.9,0.08
2021-01-21 19:45:00,37775.68,24.7,37.2,3.8,0,18.2,678.9,1.196,9.7,0.1
2021-01-21 20:00:00,36494.61,14.8,32.0,6.9,1,32.5,602.5,1.226,4.4,0.07
2021-01-21 20:15:00,37751.34,21.6,46.9,1.3,1,84.5,145.3,1.205,5.8,0.08
2021-01-21 20:30:00,39253.73,16.0,34.9,4.0,0,71.1,276.5,1.222,8.8,0.09
2021-01-21 20:45:00,37997.64,24.5,31.4,7.7,0,72.6,265.3,1.197,0.6,0.05
2021-01-21 21:00:00,18285.5,18.3,36.3,5.0,0,3.4,856.3,1.215,4.2,0.07
2021-01-21 21:15:00,18744.31,18.2,40.7,5.4,0,45.0,502.2,1.215,9.9,0.1
2021-01-21 21:30:00,19630.17,11.0,49.8,8.7,1,61.7,309.8,1.237,7.9,0.09
2021-01-21 21:45:00,18708.28,20.4,44.8,5.3,1,36.3,532.3,1.209,2.2,0.06
2021-01-21 22:00:00,18764.77,23.5,39.9,2.0,1,93.8,55.0,1.2,5.6,0.08
2021-01-21 22:15:00,18496.52,14.7,41.8,6.4,1,83.4,158.1,1.226,7.4,0.09
2021-01-21 22:30:00,18347.98,15.6,30.4,7.8,1,2.7,839.3,1.223,6.7,0.08
2021-01-21 22:45:00,18917.87,24.4,39.4,5.1,0,57.1,391.0,1.197,5.4,0.08
2021-01-21 23:00:00,19510.29,17.8,47.6,7.7,0,79.7,198.8,1.217,8.5,0.09
2021-01-21 23:15:00,18446.5,15.5,40.4,6.3,1,96.1,37.9,1.224,0.5,0.05
2021-01-21 23:30:00,19339.44,13.9,47.7,2.6,0,17.4,810.4,1.228,2.7,0.06
2021-01-21 23:45:00,18510.36,16.5,40.4,2.7,0,69.9,255.6,1.221,8.2,0.09
2021-01-22 00:00:00,19591.25,16.0,30.1,1.5,0,66.4,319.8,1.222,7.9,0.09
2021-01-22 00:15:00,18266.52,19.9,33.4,2.5,0,7.6,765.1,1.21,9.2,0.1
2021-01-22 00:30:00,18224.28,16.4,41.1,5.7,1,57.1,428.4,1.221,4.3,0.07
2021-01-22 00:45:00,19500.36,20.7,37.9,4.3,1,98.6,12.9,1.208,9.2,0.1
2021-01-22 01:00:00,19087.52,24.1,38.2,6.5,1,55.3,405.0,1.198,8.1,0.09
2021-01-22 01:15:00,19693.53,23.1,46.9,2.9,0,20.7,731.5,1.201,7.1,0.09
2021-01-22 01:30:00,20000.43,10.1,41.3,4.4,1,9.4,840.8,1.24,9.0,0.1
2021-01-22 01:45:00,18485.29,14.1,31.6,2.0,0,36.2,587.4,1.228,9.0,0.1
2021-01-22 02:00:00,19242.02,22.8,47.7,9.5,1,31.2,593.7,1.202,8.7,0.09
2021-01-22 02:15:00,19652.92,11.4,40.2,9.7,0,61.9,305.2,1.236,0.7,0.05
2021-01-22 02:30:00,19050.02,10.1,35.1,1.2,1,34.9,600.9,1.24,2.6,0.06
2021-01-22 02:45:00,19057.89,19.5,39.1,3.4,1,42.9,540.8,1.212,2.9,0.06
2021-01-22 03:00:00,19530.81,23.9,38.5,7.1,1,50.1,412.8,1.198,1.4,0.06
2021-01-22 03:15:00,19395.27,13.5,33.9,6.8,1,84.6,124.7,1.23,0.2,0.05
2021-01-22 03:30:00,18255.42,13.3,43.8,1.4,0,84.7,135.8,1.23,1.3,0.06
2021-01-22 03:45:00,18957.22,21.1,30.8,8.7,1,93.2,60.8,1.207,4.8,0.07
2021-01-22 04:00:00,18918.78,19.9,41.8,1.4,1,41.4,562.7,1.21,2.1,0.06
2021-01-22 04:15:00,19940.72,10.9,32.6,7.4,0,75.3,216.9,1.237,2.4,0.06
2021-01-22 04:30:00,19919.75,23.9,33.6,6.5,0,24.9,675.7,1.198,7.1,0.09
2021-01-22 04:45:00,19255.04,23.7,48.2,8.5,0,25.4,628.8,1.199,4.7,0.07
2021-01-22 05:00:00,19696.1,18.3,36.0,7.9,0,22.0,689.1,1.215,4.6,0.07
2021-01-22 05:15:00,19089.84,12.1,37.5,6.2,0,8.1,802.2,1.234,0.8,0.05
2021-01-22 05:30:00,19571.24,16.4,37.0,7.0,0,85.3,143.5,1.221,0.3,0.05
2021-01-22 05:45:00,18458.43,24.7,49.0,5.9,0,39.5,556.3,1.196,5.9,0.08
2021-01-22 06:00:00,35460.82,10.6,31.7,7.1,0,75.9,240.6,1.238,4.6,0.07
2021-01-22 06:15:00,33862.05,22.3,47.8,9.1,0,46.4,442.1,1.203,4.5,0.07
2021-01-22 06:30:00,34409.15,19.4,30.3,9.3,1,34.7,612.2,1.212,3.1,0.07
2021-01-22 06:45:00,34472.25,18.5,46.2,5.0,0,9.6,883.9,1.215,6.2,0.08
2021-01-22 07:00:00,33909.69,10.5,40.1,7.6,1,38.2,521.9,1.239,9.8,0.1
2021-01-22 07:15:00,34378.82,24.0,44.6,7.3,0,29.3,653.3,1.198,6.8,0.08
2021-01-22 07:30:00,35602.23,12.2,45.0,4.1,1,64.4,332.8,1.233,3.9,0.07
2021-01-22 07:45:00,35544.94,21.5,31.7,5.7,1,26.9,678.8,1.206,3.1,0.07
2021-01-22 08:00:00,34768.28,18.9,36.2,6.6,0,91.0,73.3,1.213,2.5,0.06
2021-01-22 08:15:00,34027.39,19.0,48.2,9.5,0,44.2,551.5,1.213,8.4,0.09
2021-01-22 08:30:00,35743.22,22.4,42.2,7.1,1,76.7,198.0,1.203,9.7,0.1
2021-01-22 08:45:00,35668.33,18.1,43.2,4.3,0,84.3,134.0,1.216,0.0,0.05
2021-01-22 09:00:00,18369.41,12.8,46.4,7.4,0,87.9,107.5,1.232,6.4,0.08
2021-01-22 09:15:00,18616.14,20.5,32.1,6.4,1,23.7,636.6,1.209,6.3,0.08
2021-01-22 09:30:00,18289.74,21.0,32.3,3.4,0,35.5,626.1,1.207,5.0,0.08
2021-01-22 09:45:00,18845.17,13.0,45.5,3.1,1,85.7,121.0,1.231,9.3,0.1
2021-01-22 10:00:00,19669.73,11.8,32.7,2.3,1,79.0,197.3,1.235,9.8,0.1
2021-01-22 10:15:00,19754.51,11.4,44.6,6.6,1,10.8,836.2,1.236,3.8,0.07
2021-01-22 10:30:00,18349.16,24.1,37.7,7.3,1,60.3,374.0,1.198,1.5,0.06
2021-01-22 10:45:00,19963.46,20.3,41.6,6.0,0,84.1,139.3,1.209,4.8,0.07
2021-01-22 11:00:00,18854.5,10.4,41.5,7.5,1,44.2,483.2,1.239,9.0,0.1
2021-01-22 11:15:00,18847.73,19.2,40.5,4.1,0,44.3,463.1,1.212,8.9,0.09
2021-01-22 11:30:00,19091.87,12.5,48.3,8.1,0,16.7,761.2,1.233,3.5,0.07
2021-01-22 11:45:00,18839.04,15.8,45.6,9.6,0,76.9,213.3,1.223,9.4,0.1
2021-01-22 12:00:00,24138.28,24.8,48.2,5.8,1,30.2,675.7,1.196,4.8,0.07
2021-01-22 12:15:00,25148.16,22.3,32.6,8.1,0,79.6,198.7,1.203,1.9,0.06
2021-01-22 12:30:00,24073.5,16.6,48.2,4.3,0,64.0,306.9,1.22,7.9,0.09
2021-01-22 12:45:00,24238.4,23.9,48.3,9.0,0,59.9,355.3,1.198,0.9,0.05
2021-01-22 13:00:00,24729.52,14.9,46.4,5.9,1,73.3,232.8,1.225,0.5,0.05
2021-01-22 13:15:00,24895.08,21.4,30.1,6.6,0,31.6,590.8,1.206,9.8,0.1
2021-01-22 13:30:00,25817.98,21.0,45.6,5.5,0,39.8,577.0,1.207,6.6,0.08
2021-01-22 13:45:00,23467.14,19.9,39.5,9.8,0,10.0,769.7,1.21,4.0,0.07
2021-01-22 14:00:00,25784.4,19.9,40.3,6.9,0,12.3,817.5,1.21,5.6,0.08
2021-01-22 14:15:00,24031.34,23.8,32.3,7.1,0,59.0,356.3,1.199,9.0,0.1
2021-01-22 14:30:00,24243.63,18.0,47.5,3.8,0,35.8,549.7,1.216,8.7,0.09
2021-01-22 14:45:00,24551.49,20.5,30.9,1.2,1,45.5,439.0,1.209,4.9,0.07
2021-01-22 15:00:00,25706.05,22.9,43.4,9.9,0,52.9,438.3,1.201,5.6,0.08
2021-01-22 15:15:00,25417.98,10.7,43.6,5.4,1,1.3,914.0,1.238,1.3,0.06
2021-01-22 15:30:00,25252.6,22.1,31.9,5.4,1,52.1,469.3,1.204,0.8,0.05
2021-01-22 15:45:00,24969.94,10.5,37.2,8.4,1,64.4,318.9,1.239,1.6,0.06
2021-01-22 16:00:00,19175.46,20.2,32.0,8.2,1,35.3,633.0,1.209,7.0,0.09
2021-01-22 16:15:00,19943.32,17.2,44.6,2.4,0,89.9,99.0,1.218,2.5,0.06
2021-01-22 16:30:00,18289.78,14.4,34.0,9.0,0,29.5,697.9,1.227,1.1,0.06
2021-01-22 16:45:00,18298.85,23.8,38.2,9.5,1,46.3,506.9,1.199,2.2,0.06
2021-01-22 17:00:00,18567.04,19.4,40.6,3.3,0,27.0,662.6,1.212,0.1,0.05
2021-01-22 17:15:00,18680.03,22.5,38.2,6.0,0,14.7,804.8,1.203,5.3,0.08
2021-01-22 17:30:00,20054.95,14.9,40.8,9.4,1,33.0,567.5,1.225,3.8,0.07
2021-01-22 17:45:00,18319.38,23.1,40.3,3.4,0,23.0,637.9,1.201,4.2,0.07
2021-01-22 18:00:00,39834.66,10.3,32.8,7.6,0,79.6,167.2,1.239,7.6,0.09
2021-01-22 18:15:00,38245.05,24.9,47.8,7.8,1,54.3,402.7,1.195,4.4,0.07
2021-01-22 18:30:00,38639.49,11.6,40.3,9.1,0,25.4,641.9,1.235,8.7,0.09
2021-01-22 18:45:00,36852.61,14.0,40.3,4.4,1,57.9,361.1,1.228,0.2,0.05
2021-01-22 19:00:00,39925.28,12.2,36.6,7.1,0,7.9,911.8,1.233,6.0,0.08
2021-01-22 19:15:00,39445.06,13.9,38.7,5.3,0,48.1,489.1,1.228,5.4,0.08
2021-01-22 19:30:00,38974.81,16.9,32.3,7.8,0,83.6,159.5,1.219,5.9,0.08
2021-01-22 19:45:00,37789.49,19.0,42.6,7.3,1,53.4,462.5,1.213,1.5,0.06
2021-01-22 20:00:00,37921.25,20.3,47.3,6.9,0,53.3,424.6,1.209,0.1,0.05
2021-01-22 20:15:00,36775.69,13.4,50.0,7.1,0,6.8,769.3,1.23,4.7,0.07
2021-01-22 20:30:00,37420.0,14.3,35.5,5.0,1,84.6,138.8,1.227,6.5,0.08
2021-01-22 20:45:00,38574.73,10.3,35.1,2.9,0,7.9,863.1,1.239,8.1,0.09
2021-01-22 21:00:00,18383.91,10.6,46.4,3.3,0,52.9,463.5,1.238,3.1,0.07
2021-01-22 21:15:00,19404.3,12.1,43.6,3.7,0,74.5,249.1,1.234,3.8,0.07
2021-01-22 21:30:00,18624.45,23.9,37.3,2.6,1,61.2,380.2,1.198,2.6,0.06
2021-01-22 21:45:00,19338.08,11.2,32.0,6.9,0,35.3,610.4,1.236,5.4,0.08
2021-01-22 22:00:00,18239.07,14.3,49.7,9.0,0,48.3,472.0,1.227,7.1,0.09
2021-01-22 22:15:00,19725.86,15.9,33.6,5.1,0,1.6,961.8,1.222,7.7,0.09
2021-01-22 22:30:00,18226.02,24.4,45.7,9.0,1,95.1,46.3,1.197,1.6,0.06
2021-01-22 22:45:00,18626.47,13.4,47.7,5.5,1,29.9,614.2,1.23,5.5,0.08
2021-01-22 23:00:00,18743.02,20.6,37.5,3.6,1,41.4,511.3,1.208,1.6,0.06
2021-01-22 23:15:00,19286.08,18.8,33.8,3.3,1,28.4,593.4,1.214,5.1,0.08
2021-01-22 23:30:00,19313.23,17.5,42.1,5.6,1,55.0,386.9,1.218,6.7,0.08
2021-01-22 23:45:00,18361.0,10.2,33.0,1.3,0,0.4,981.8,1.239,0.4,0.05
2021-01-23 00:00:00,19709.73,15.4,30.8,5.4,0,95.9,36.2,1.224,2.4,0.06
2021-01-23 00:15:00,19032.11,16.2,36.8,6.3,1,29.1,570.1,1.221,4.6,0.07
2021-01-23 00:30:00,18954.25,12.2,49.8,3.9,0,54.0,375.0,1.233,1.1,0.06
2021-01-23 00:45:00,18812.34,12.0,48.9,7.8,0,75.9,204.9,1.234,0.1,0.05
2021-01-23 01:00:00,19286.05,24.9,48.8,5.1,1,98.1,16.7,1.195,6.8,0.08
2021-01-23 01:15:00,18703.91,20.7,38.3,8.5,1,93.7,59.4,1.208,4.7,0.07
2021-01-23 01:30:00,19510.35,20.1,33.0,8.8,1,87.1,124.1,1.21,3.9,0.07
2021-01-23 01:45:00,19052.96,24.2,45.3,3.0,1,39.2,577.6,1.197,5.7,0.08
2021-01-23 02:00:00,18869.42,20.1,46.8,2.8,0,93.6,55.6,1.21,8.6,0.09
2021-01-23 02:15:00,19132.43,20.9,46.0,3.4,0,40.4,493.8,1.207,8.8,0.09
2021-01-23 02:30:00,19971.19,11.1,35.2,3.4,1,41.0,476.7,1.237,8.2,0.09
2021-01-23 02:45:00,18620.34,22.0,46.0,6.4,0,49.9,443.3,1.204,4.0,0.07
2021-01-23 03:00:00,19057.59,20.2,30.3,9.8,0,0.6,908.0,1.209,2.0,0.06
2021-01-23 03:15:00,20111.15,23.8,30.8,5.6,1,14.8,704.9,1.199,8.4,0.09
2021-01-23 03:30:00,19779.8,14.8,34.6,7.3,1,25.0,635.6,1.226,2.2,0.06
2021-01-23 03:45:00,19001.49,22.0,40.9,4.2,0,47.9,500.0,1.204,0.8,0.05
2021-01-23 04:00:00,18455.8,12.6,48.4,2.1,0,51.6,445.5,1.232,5.2,0.08
2021-01-23 04:15:00,19407.34,13.1,48.6,5.2,0,92.0,79.2,1.231,3.4,0.07
2021-01-23 04:30:00,18449.58,23.2,45.5,5.9,1,93.6,58.4,1.2,4.9,0.07
2021-01-23 04:45:00,19791.08,23.7,39.1,2.6,0,98.1,17.7,1.199,2.0,0.06
2021-01-23 05:00:00,18880.71,23.7,34.5,1.2,1,82.6,155.8,1.199,3.1,0.07
2021-01-23 05:15:00,19998.65,18.5,45.7,8.9,0,24.0,667.6,1.215,2.8,0.06
2021-01-23 05:30:00,18228.06,11.1,41.1,5.2,1,46.5,432.0,1.237,0.0,0.05
2021-01-23 05:45:00,18936.61,12.8,47.0,4.4,0,92.4,72.7,1.232,9.4,0.1
2021-01-23 06:00:00,37156.01,25.0,42.9,4.6,1,32.9,619.1,1.195,4.7,0.07
2021-01-23 06:15:00,36513.82,18.2,39.6,2.8,1,77.7,186.5,1.215,8.2,0.09
2021-01-23 06:30:00,37135.7,23.5,40.1,1.7,0,72.6,230.8,1.2,8.0,0.09
2021-01-23 06:45:00,34525.11,23.8,31.1,7.3,1,40.8,500.5,1.199,9.0,0.1
2021-01-23 07:00:00,35732.11,19.7,33.8,9.5,0,20.3,637.8,1.211,4.5,0.07
2021-01-23 07:15:00,35604.6,22.0,34.5,6.7,0,35.4,570.6,1.204,8.1,0.09
2021-01-23 07:30:00,34865.46,15.0,40.3,1.2,1,66.6,301.3,1.225,7.4,0.09
2021-01-23 07:45:00,34523.76,18.7,42.8,6.9,1,55.5,377.9,1.214,7.2,0.09
2021-01-23 08:00:00,36155.24,15.6,41.1,5.6,0,25.1,654.0,1.223,7.2,0.09
2021-01-23 08:15:00,35768.97,15.1,30.8,8.7,1,80.5,157.4,1.225,4.6,0.07
2021-01-23 08:30:00,36481.14,22.1,41.4,8.7,1,85.0,144.5,1.204,8.2,0.09
2021-01-23 08:45:00,36064.84,20.4,44.7,7.8,1,0.1,812.1,1.209,9.8,0.1
2021-01-23 09:00:00,19182.43,10.8,49.2,9.3,0,8.5,734.1,1.238,3.9,0.07
2021-01-23 09:15:00,18972.47,17.9,34.5,5.1,0,90.2,84.9,1.216,4.7,0.07
2021-01-23 09:30:00,18286.55,22.0,32.9,9.0,1,60.9,381.7,1.204,7.5,0.09
2021-01-23 09:45:00,18488.85,12.1,32.6,4.0,1,2.2,856.9,1.234,2.0,0.06
2021-01-23 10:00:00,19932.89,15.0,43.0,10.0,0,82.9,140.4,1.225,7.6,0.09
2021-01-23 10:15:00,18582.46,14.1,44.1,2.4,1,82.1,156.9,1.228,7.7,0.09
2021-01-23 10:30:00,19548.94,17.8,42.0,5.7,0,12.4,804.2,1.217,6.4,0.08
2021-01-23 10:45:00,19157.77,23.7,37.8,5.5,1,49.4,425.8,1.199,0.7,0.05
2021-01-23 11:00:00,19447.17,17.5,44.9,8.4,1,14.3,718.3,1.218,2.6,0.06
2021-01-23 11:15:00,19896.34,10.7,31.4,3.9,0,7.5,745.8,1.238,2.7,0.06
2021-01-23 11:30:00,19610.44,21.1,40.9,5.6,0,3.7,851.7,1.207,1.9,0.06
2021-01-23 11:45:00,18814.57,21.2,46.3,1.8,1,37.8,574.8,1.206,9.7,0.1
2021-01-23 12:00:00,24411.99,14.9,38.0,8.9,1,45.8,525.6,1.225,0.5,0.05
2021-01-23 12:15:00,25625.43,22.7,36.4,2.0,0,92.2,76.1,1.202,2.7,0.06
2021-01-23 12:30:00,24185.17,10.1,47.2,8.4,0,25.0,705.7,1.24,1.4,0.06
2021-01-23 12:45:00,24917.56,18.3,30.6,9.7,0,0.8,987.2,1.215,3.6,0.07
2021-01-23 13:00:00,24456.22,21.3,31.9,9.6,0,72.4,271.5,1.206,1.1,0.06
2021-01-23 13:15:00,23697.19,21.0,43.1,3.0,1,4.3,899.0,1.207,6.1,0.08
2021-01-23 13:30:00,24519.26,22.4,38.7,7.7,1,43.2,546.1,1.203,7.0,0.09
2021-01-23 13:45:00,25153.01,24.4,46.4,4.9,1,42.8,485.3,1.197,5.3,0.08
2021-01-23 14:00:00,25604.35,20.7,39.3,5.2,0,83.3,143.3,1.208,6.5,0.08
2021-01-23 14:15:00,25391.55,24.9,31.5,8.1,0,11.1,762.8,1.195,0.9,0.05
2021-01-23 14:30:00,23437.4,20.6,48.8,7.1,1,37.5,595.9,1.208,6.6,0.08
2021-01-23 14:45:00,23469.57,22.0,47.6,1.2,0,4.1,778.3,1.204,3.0,0.07
2021-01-23 15:00:00,25429.77,24.4,49.9,7.9,0,74.3,230.2,1.197,6.0,0.08
2021-01-23 15:15:00,23821.95,22.9,36.0,3.3,1,49.0,504.0,1.201,8.5,0.09
2021-01-23 15:30:00,24792.26,20.5,39.5,5.9,1,92.8,70.0,1.209,2.1,0.06
2021-01-23 15:45:00,23744.61,16.9,39.4,6.4,0,80.6,175.6,1.219,5.5,0.08
2021-01-23 16:00:00,19775.3,19.4,42.5,4.4,1,5.1,871.9,1.212,2.0,0.06
2021-01-23 16:15:00,19723.53,17.7,41.7,2.3,1,88.0,117.0,1.217,2.7,0.06
2021-01-23 16:30:00,18327.34,13.2,41.4,2.1,0,70.2,248.3,1.23,6.9,0.08
2021-01-23 16:45:00,18249.0,11.0,47.4,1.5,1,2.3,970.5,1.237,3.0,0.07
2021-01-23 17:00:00,19004.87,16.9,49.1,3.7,0,91.4,75.8,1.219,5.7,0.08
2021-01-23 17:15:00,19150.93,15.8,44.9,8.0,0,0.1,915.7,1.223,7.6,0.09
2021-01-23 17:30:00,18953.35,18.1,31.9,9.1,1,42.3,558.7,1.216,7.2,0.09
2021-01-23 17:45:00,19477.85,19.6,36.3,3.1,0,31.1,619.7,1.211,5.0,0.08
2021-01-23 18:00:00,38458.97,14.8,44.3,7.1,0,24.6,660.8,1.226,5.7,0.08
2021-01-23 18:15:00,36600.63,21.1,45.5,1.9,1,32.4,560.8,1.207,4.3,0.07
2021-01-23 18:30:00,38114.92,16.4,31.9,7.1,1,97.1,28.5,1.221,2.0,0.06
2021-01-23 18:45:00,39914.84,12.4,38.7,9.0,1,58.8,394.6,1.233,5.3,0.08
2021-01-23 19:00:00,37259.99,14.6,47.1,2.5,1,95.5,39.6,1.226,5.4,0.08
2021-01-23 19:15:00,37140.09,24.4,41.5,4.4,0,94.0,59.7,1.197,0.1,0.05
2021-01-23 19:30:00,37990.26,17.7,34.0,9.3,0,0.6,900.5,1.217,3.1,0.07
2021-01-23 19:45:00,40110.89,24.6,49.4,4.7,1,63.2,335.2,1.196,6.5,0.08
2021-01-23 20:00:00,39683.97,16.4,31.0,8.1,1,77.7,214.4,1.221,9.1,0.1
2021-01-23 20:15:00,39746.78,23.4,30.5,8.1,1,36.4,525.3,1.2,8.6,0.09
2021-01-23 20:30:00,37743.94,10.6,34.1,8.2,1,70.1,293.6,1.238,9.4,0.1
2021-01-23 20:45:00,38739.46,21.7,43.7,2.5,0,44.2,491.2,1.205,9.5,0.1
2021-01-23 21:00:00,18705.12,22.2,44.6,5.2,0,7.0,846.5,1.203,8.7,0.09
2021-01-23 21:15:00,19530.79,16.3,49.4,8.1,0,6.8,867.8,1.221,8.7,0.09
2021-01-23 21:30:00,18781.44,14.6,40.2,3.4,0,20.8,654.0,1.226,8.4,0.09
2021-01-23 21:45:00,18498.8,12.0,50.0,6.6,1,20.6,686.5,1.234,2.4,0.06
2021-01-23 22:00:00,19664.76,24.9,46.0,3.9,1,92.6,72.1,1.195,8.1,0.09
2021-01-23 22:15:00,19134.43,21.9,37.6,5.3,0,56.6,359.5,1.204,0.5,0.05
2021-01-23 22:30:00,18788.3,12.2,48.6,7.2,0,0.7,970.4,1.233,7.2,0.09
2021-01-23 22:45:00,18907.4,15.9,37.3,3.7,1,35.5,642.8,1.222,7.6,0.09
2021-01-23 23:00:00,19106.07,25.0,36.5,3.3,0,62.6,361.5,1.195,8.5,0.09
2021-01-23 23:15:00,19534.07,22.8,42.4,7.0,0,74.1,239.6,1.202,6.8,0.08
2021-01-23 23:30:00,20113.57,12.0,35.9,8.1,1,64.1,330.6,1.234,5.1,0.08
2021-01-23 23:45:00,19237.67,17.2,34.2,2.1,0,46.6,522.7,1.218,3.2,0.07
2021-01-24 00:00:00,18461.27,22.7,39.2,5.2,0,67.6,268.6,1.202,6.3,0.08
2021-01-24 00:15:00,18527.61,18.1,35.9,5.8,0,19.2,748.7,1.216,5.6,0.08
2021-01-24 00:30:00,19268.49,10.6,37.4,2.1,1,83.8,132.2,1.238,2.5,0.06
2021-01-24 00:45:00,18464.71,17.2,38.8,1.1,1,65.0,328.2,1.218,3.5,0.07
2021-01-24 01:00:00,19606.97,18.8,33.0,8.7,1,47.8,418.3,1.214,0.1,0.05
2021-01-24 01:15:00,19396.29,15.1,38.6,4.1,1,13.5,704.5,1.225,9.4,0.1
2021-01-24 01:30:00,18726.33,19.2,34.9,7.8,0,29.4,602.2,1.212,8.3,0.09
2021-01-24 01:45:00,19677.48,21.7,37.9,3.8,1,21.9,772.9,1.205,5.0,0.08
2021-01-24 02:00:00,18910.11,16.2,43.5,2.6,1,24.6,618.7,1.221,4.4,0.07
2021-01-24 02:15:00,19603.15,11.0,38.0,1.1,0,63.5,330.5,1.237,0.9,0.05
2021-01-24 02:30:00,19885.81,15.7,34.0,4.8,1,78.8,210.3,1.223,2.1,0.06
2021-01-24 02:45:00,18884.71,17.8,33.9,4.3,0,22.5,743.6,1.217,6.0,0.08
2021-01-24 03:00:00,20098.22,18.9,48.3,2.3,1,33.1,557.1,1.213,6.5,0.08
2021-01-24 03:15:00,19485.96,13.6,32.7,4.4,0,18.2,660.6,1.229,2.1,0.06
2021-01-24 03:30:00,19414.65,15.2,45.5,5.9,1,35.4,610.8,1.224,8.0,0.09
2021-01-24 03:45:00,19305.0,10.1,33.8,3.3,0,37.3,518.4,1.24,0.3,0.05
2021-01-24 04:00:00,18826.43,23.3,41.0,2.4,0,9.5,806.3,1.2,6.3,0.08
2021-01-24 04:15:00,19970.62,24.5,40.8,5.3,0,74.5,221.2,1.197,9.1,0.1
2021-01-24 04:30:00,18553.52,23.3,48.9,1.1,1,7.6,743.0,1.2,9.3,0.1
2021-01-24 04:45:00,18719.62,12.2,37.1,1.2,1,69.1,306.3,1.233,2.2,0.06
2021-01-24 05:00:00,18892.01,22.1,33.3,8.3,1,74.3,214.5,1.204,2.2,0.06
2021-01-24 05:15:00,19851.49,23.9,38.0,7.4,0,63.5,361.0,1.198,1.3,0.06
2021-01-24 05:30:00,19095.8,17.4,43.3,1.2,1,34.6,558.4,1.218,1.3,0.06
2021-01-24 05:45:00,18812.1,20.6,31.5,4.2,0,38.5,507.2,1.208,9.3,0.1
2021-01-24 06:00:00,34349.93,22.9,41.6,5.0,1,31.9,584.4,1.201,4.4,0.07
2021-01-24 06:15:00,34754.38,22.9,35.4,3.6,0,26.9,631.8,1.201,0.7,0.05
